index,name,url,phone,rating,address,latitude,longitude
265,Yummy Korean Food Restaurant,https://www.yelp.com/biz/yummy-korean-food-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473456588,4.0,620 Bloor Street W,43.66469,-79.4140199
266,Moo Frites,https://www.yelp.com/biz/moo-frites-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,,4.0,178 Baldwin Street,43.6548210057109,-79.4007505178083
267,V's Caribbean Restaurant,https://www.yelp.com/biz/vs-caribbean-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162491221,4.5,1221 Weston Road,43.68828,-79.4923699
268,Clubhouse Sandwich Shop,https://www.yelp.com/biz/clubhouse-sandwich-shop-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16475021291,4.0,455 Spadina Avenue,43.6582889,-79.3998991
269,Arabesque Middle Eastern Foods,https://www.yelp.com/biz/arabesque-middle-eastern-foods-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165048146,5.0,1068 College Street,43.65307,-79.43096
270,416 Snack Bar,https://www.yelp.com/biz/416-snack-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163649320,4.0,181 Bathurst Street,43.64755,-79.40385
271,When The Pig Came Home,https://www.yelp.com/biz/when-the-pig-came-home-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473459001,4.5,3035 Dundas Street W,43.66527,-79.47047
272,Sabai Sabai Kitchen and Bar,https://www.yelp.com/biz/sabai-sabai-kitchen-and-bar-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477484225,4.0,81 Bloor Street E,43.6704534404129,-79.3847215948792
273,Burrito Bandidos,https://www.yelp.com/biz/burrito-bandidos-toronto-5?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473524770,4.0,2 Grosvenor Street,43.6630940440624,-79.3840069720838
274,Korean Village Restaurant,https://www.yelp.com/biz/korean-village-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165360290,4.0,628 Bloor Street W,43.66461,-79.41444
275,Kevin's Taiyaki,https://www.yelp.com/biz/kevins-taiyaki-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169940505,4.5,675 Bloor Street,43.66381,-79.41621
276,Restaurant La Banane,https://www.yelp.com/biz/restaurant-la-banane-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165516263,4.0,227 Ossington Avenue,43.64904,-79.4203
277,Trattoria Taverniti,https://www.yelp.com/biz/trattoria-taverniti-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165370078,4.0,591 College Street,43.65511,-79.41348
278,Maurya East Indian Roti,https://www.yelp.com/biz/maurya-east-indian-roti-etobicoke?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477486001,4.0,2481 Lakeshore Boulevard W,43.6131582,-79.4894658
279,Bamiyan Kabob,https://www.yelp.com/biz/bamiyan-kabob-east-york?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164297514,4.0,62 Overlea Boulevard,43.70779,-79.34344
280,Chadwick's,https://www.yelp.com/biz/chadwicks-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169441606,4.0,268 Howland Avenue,43.673524,-79.4118708
281,Bolet's Burrito,https://www.yelp.com/biz/bolets-burrito-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163645811,4.0,134 Lower Sherbourne,43.65004,-79.36793
282,The Gabardine,https://www.yelp.com/biz/the-gabardine-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473523211,4.0,372 Bay Street,43.65095,-79.3815
283,Viva Shawarma,https://www.yelp.com/biz/viva-shawarma-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167006606,5.0,1105 Victoria Park Avenue,43.70853,-79.29547
284,'ONO Poké Bar,https://www.yelp.com/biz/ono-pok%C3%A9-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167928992,4.0,100 Western Battery Road,43.63962,-79.41575
285,Indian Roti House,https://www.yelp.com/biz/indian-roti-house-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162606666,4.0,256 Queens Quay W,43.6394,-79.38546
286,The Queen And Beaver Public House,https://www.yelp.com/biz/the-queen-and-beaver-public-house-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473472712,4.0,35 Elm Street,43.65734,-79.38334
287,Tre Mari Bakery,https://www.yelp.com/biz/tre-mari-bakery-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166548960,4.0,1311 Saint Clair Avenue W,43.6765,-79.44868
288,Kintaro Izakaya,https://www.yelp.com/biz/kintaro-izakaya-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16475605335,4.0,459 Church Street,43.66417,-79.38006
289,Page One,https://www.yelp.com/biz/page-one-toronto-5?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166634920,4.0,106 Mutual Street,43.657853,-79.376254
290,Roll & Roll by JC Mart,https://www.yelp.com/biz/roll-and-roll-by-jc-mart-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16474382590,4.0,136 Simcoe Street,43.6493318573083,-79.3870449
291,Grand Electric,https://www.yelp.com/biz/grand-electric-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166273459,4.0,1330 Queen Street W,43.6416745,-79.4316079
292,Fusaro's Kitchen,https://www.yelp.com/biz/fusaros-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162608414,4.0,147 Spadina Avenue,43.64808,-79.39556
293,Bloom Restaurant,https://www.yelp.com/biz/bloom-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167671315,4.5,2315 Bloor Street W,43.65017,-79.47968
294,Stout Irish Pub,https://www.yelp.com/biz/stout-irish-pub-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473447676,4.0,221 Carlton Street,43.6639,-79.36894
295,Yuzu No Hana,https://www.yelp.com/biz/yuzu-no-hana-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162059808,4.0,236 Adelaide Street W,43.64847,-79.38834
296,The Pie Commission,https://www.yelp.com/biz/the-pie-commission-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473517437,4.5,887 Dundas Street W,43.6509705,-79.4117203
297,Rendez-Vous,https://www.yelp.com/biz/rendez-vous-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164692513,4.0,1408 Danforth Avenue,43.68271,-79.32758
298,Epicure City BOM,https://www.yelp.com/biz/epicure-city-bom-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169715882,4.0,72 Gerrard Street W,43.65854,-79.3852
299,Shangrila Tibetan & Asian Cuisine,https://www.yelp.com/biz/shangrila-tibetan-and-asian-cuisine-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165881100,4.0,1600 Queen Street W,43.6397400555351,-79.4415438622399
300,Forget Me Not Cafe,https://www.yelp.com/biz/forget-me-not-cafe-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16476270883,4.0,883 Wilson Avenue,43.7304611,-79.4665298
301,Rhum Corner,https://www.yelp.com/biz/rhum-corner-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473469356,4.0,926 Dundas Street W,43.6508775,-79.4131316
302,Seor Ak San,https://www.yelp.com/biz/seor-ak-san-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169772788,4.0,357 Spadina Avenue,43.65557,-79.3986
303,Yanagi Sushi,https://www.yelp.com/biz/yanagi-sushi-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164691524,4.5,1524 Danforth Avenue,43.68336,-79.32491
304,Bloomer's,https://www.yelp.com/biz/bloomers-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165510532,4.0,873 Bloor Street W,43.6621055,-79.4249966
305,Dirty Food Eatery,https://www.yelp.com/biz/dirty-food-eatery-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168553393,4.5,3070 Dundas Street W,43.66565,-79.47188
306,Venezia Bakery,https://www.yelp.com/biz/venezia-bakery-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165372914,4.0,114 Ossington Avenue,43.6467514,-79.4199524
307,Fresh on Spadina,https://www.yelp.com/biz/fresh-on-spadina-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165994442,4.0,147 Spadina Avenue,43.64808,-79.39556
308,Reposado Bar & Lounge,https://www.yelp.com/biz/reposado-bar-and-lounge-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165326474,4.0,136 Ossington Avenue,43.64729,-79.42012
309,Rickshaw Bar,https://www.yelp.com/biz/rickshaw-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473521227,4.0,685 Queen Street W,43.64678,-79.4049299
310,La Chilaca Taqueria,https://www.yelp.com/biz/la-chilaca-taqueria-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16474096920,4.5,214 Augusta Avenue,43.654581,-79.4024681
311,Chino Locos Original,https://www.yelp.com/biz/chino-locos-original-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473455626,4.0,4 Greenwood Avenue,43.6644821,-79.3255005
312,Cool Runnings Restaurant,https://www.yelp.com/biz/cool-runnings-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166938724,4.0,146 Main Street,43.6834386,-79.299971
313,Live Organic Food Bar,https://www.yelp.com/biz/live-organic-food-bar-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165152002,4.0,264 Dupont Street,43.67518,-79.40673
314,Soos,https://www.yelp.com/biz/soos-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169017667,4.0,94 Ossington Avenue,43.6462593,-79.4197464
315,Frankie's,https://www.yelp.com/biz/frankies-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165881936,4.0,994 Queen Street W,43.6445099,-79.41842
316,Bannock,https://www.yelp.com/biz/bannock-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168616996,4.0,401 Bay Street,43.65177,-79.3810699
317,Opus Restaurant,https://www.yelp.com/biz/opus-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169213105,4.5,37 Prince Arthur Avenue,43.66921,-79.3972299
318,Gushi Japanese Street Food,https://www.yelp.com/biz/gushi-japanese-street-food-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165257351,4.0,707 Dundas Street W,43.65179,-79.40485
319,The Keg Steakhouse & Bar,https://www.yelp.com/biz/the-keg-steakhouse-and-bar-toronto-5?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163647227,4.0,560 King Street W,43.6448066525519,-79.3990968746814
320,The Burger's Priest,https://www.yelp.com/biz/the-burgers-priest-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477488108,4.0,463 Queen Street W,43.6485331,-79.3973028
321,Emporium Latino,https://www.yelp.com/biz/emporium-latino-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163519646,4.5,243 Augusta Ave,43.65485,-79.40182
322,Caffe Di Portici,https://www.yelp.com/biz/caffe-di-portici-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473512235,4.0,6 Scollard Street,43.6726242,-79.3885437
323,The Keg Steakhouse + Bar - Esplanade,https://www.yelp.com/biz/the-keg-steakhouse-bar-esplanade-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163670685,4.0,26 The Esplanade,43.646644434586,-79.374950318025
324,Shawarma Frenzy,https://www.yelp.com/biz/shawarma-frenzy-east-york?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166965565,4.5,1011 Pape Avenue,43.688014,-79.348322
325,Bazara Asian Cuisine,https://www.yelp.com/biz/bazara-asian-cuisine-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16477480288,4.0,188 Ossington Avenue,43.6484972,-79.4205958
326,Crêpes à GoGo Spadina,https://www.yelp.com/biz/cr%C3%AApes-%C3%A0-gogo-spadina-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165197046,4.0,750 Spadina Avenue,43.6664892103879,-79.4042065367103
327,The Good Fork,https://www.yelp.com/biz/the-good-fork-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473525955,4.0,2432 Bloor Street W,43.64961,-79.48407
328,Ozzy's Burgers,https://www.yelp.com/biz/ozzys-burgers-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168627983,4.0,66 Nassau St,43.65527,-79.40261
329,Mustafa Turkish Pizza,https://www.yelp.com/biz/mustafa-turkish-pizza-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166310300,4.0,866 Wilson Avenue,43.73057,-79.46799
330,Smoque N' Bones,https://www.yelp.com/biz/smoque-n-bones-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473415730,4.0,869 Queen Street W,43.6457027819391,-79.4107432752393
331,Fudao noodle house,https://www.yelp.com/biz/fudao-noodle-house-toronto-4?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473468588,4.0,358 Spadina ave,43.65461,-79.39905
332,Kovalsky Restaurant,https://www.yelp.com/biz/kovalsky-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14162016999,4.5,667 The Queensway,43.6270435,-79.4988143
333,Buca,https://www.yelp.com/biz/buca-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168651600,4.0,604 King Street W,43.64462,-79.40045
334,Egg Bae,https://www.yelp.com/biz/egg-bae-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16472431571,4.0,189 Augusta Avenue,43.653418218123,-79.4014396490667
335,The Hogtown Vegan,https://www.yelp.com/biz/the-hogtown-vegan-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169019779,4.0,1056 Bloor St. W,43.6605669,-79.4325733
336,Northwood,https://www.yelp.com/biz/northwood-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,,4.0,815 W Bloor Street,43.66248,-79.42204
337,Cava,https://www.yelp.com/biz/cava-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169799918,4.0,1560 Yonge Street,43.68969,-79.39513
338,Local 1794,https://www.yelp.com/biz/local-1794-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164631794,4.0,1794 Danforth Avenue,43.68459,-79.31881
339,Rolltation,https://www.yelp.com/biz/rolltation-toronto-6?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169017655,4.0,2291 Yonge Street,43.70754,-79.39812
340,Ryus Noodle Bar,https://www.yelp.com/biz/ryus-noodle-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473449306,4.0,786 Broadview Avenue,43.6771,-79.35905
341,La Carnita,https://www.yelp.com/biz/la-carnita-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169641555,4.0,501 College Street,43.656012010874,-79.4096839427948
342,Barberian's Steak House,https://www.yelp.com/biz/barberians-steak-house-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165970335,4.0,7 Elm Street,43.6576,-79.38212
343,Loch & Quay,https://www.yelp.com/biz/loch-and-quay-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165955444,4.5,390 Queens Quay W,43.63812,-79.39064
344,Jumbo Empanadas,https://www.yelp.com/biz/jumbo-empanadas-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169770056,4.0,245 Augusta Avenue,43.65487,-79.40188
345,Ciao Europa Cafe,https://www.yelp.com/biz/ciao-europa-cafe-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473457727,4.5,80 Western Battery Road,43.6395739,-79.4146105
346,Campechano Taquería,https://www.yelp.com/biz/campechano-taquer%C3%ADa-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167772800,4.0,504 Adelaide Street W,43.64586,-79.40077
347,Te Aro,https://www.yelp.com/biz/te-aro-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164652006,4.0,983 Queen Street E,43.661339579532,-79.338313038509
348,Assembly Chef's Hall,https://www.yelp.com/biz/assembly-chefs-hall-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16475575993,4.0,111 Richmond Street W,43.6503522,-79.3837951
349,Banjara Indian Cuisine,https://www.yelp.com/biz/banjara-indian-cuisine-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169639360,4.0,796 Bloor Street W,43.66315,-79.42188
350,Chabrol Restaurant,https://www.yelp.com/biz/chabrol-restaurant-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164286641,4.0,90 Yorkville Avenue,43.67115,-79.3918
351,Doner Kebab House,https://www.yelp.com/biz/doner-kebab-house-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165936914,4.0,385 Yonge Street,43.65892,-79.38157
352,Bolan Thai Cuisine,https://www.yelp.com/biz/bolan-thai-cuisine-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473441233,4.0,709 Mount Pleasant Road,43.7064805631774,-79.3893363699317
